"","peaknum_a","mz","rt","rtmin","rtmax","match_mz","n_carbons","adduct","iso","charge","maxo"
"peaknum",3569,71.0148720043593,836.138,818.177,854.1,74.0252067362413,3,0,0,1,26066.48828125
"peaknum",7469,85.0669228675836,1677.36,1663.39,1690.33,90.0838225110503,5,NA,NA,1,1612.24597167969
"peaknum",7514,85.0310015780068,1695.32,1683.34,1710.29,89.0440239754411,4,NA,NA,1,3555.71997070312
"peaknum",7601,85.0306185060063,1695.32,1683.34,1710.29,89.0440239754411,4,NA,NA,1,3555.71997070312
"peaknum",3924,88.0416775284211,1026.73,1013.76,1042.7,91.0515552268644,3,NA,NA,1,17806.38671875
"peaknum",3973,89.0256401686833,836.138,818.177,854.1,92.0357488114895,3,NA,NA,1,71175.5390625
"peaknum",2455,95.0153757836552,837.136,824.164,858.091,100.032012731216,5,NA,NA,1,2752.06176757812
"peaknum",3788,99.0098814070398,997.797,983.827,1013.76,103.023289645493,4,NA,NA,1,11077.8486328125
"peaknum",3498,100.005212858203,919.959,910.979,938.919,102.011951970234,2,NA,NA,1,3180.58154296875
"peaknum",6100,102.057398660833,1466.8,1441.85,1491.75,105.067352914025,3,NA,NA,1,7933.80517578125
"peaknum",7439,103.041111214856,1667.38,1659.39,1683.34,107.054698394666,4,NA,NA,1,2436.53125
"peaknum",3882,103.04134865304,1036.71,1009.77,1047.69,107.054392762258,4,NA,NA,1,1262.265625
"peaknum",5869,105.020508314586,1310.14,1291.18,1332.09,108.030747218365,3,NA,NA,1,6708.6689453125
"peaknum",2662,107.036552740489,837.136,816.181,861.085,110.046445089605,3,NA,NA,1,4096.04248046875
"peaknum",1448,109.04203228427,748.326,733.358,764.292,114.058778946864,5,NA,NA,1,6803.05029296875
"peaknum",807,111.021152220805,281.817,249.386,316.243,115.034855232187,4,0,NA,1,158242.078125
"peaknum",7629,113.062176010553,1698.31,1664.38,1717.27,119.082141175668,6,NA,NA,1,4686.6845703125
"peaknum",3745,114.057451900158,981.831,974.846,995.802,119.074102709097,5,NA,NA,1,2001.49401855469
"peaknum",7509,115.041260469021,1676.36,1665.38,1693.32,120.057994229481,5,NA,NA,1,5570.19482421875
"peaknum",3596,116.072963736195,919.959,911.976,932.932,121.089593613115,5,0,NA,1,15078.119140625
"peaknum",7480,117.020678493396,1677.36,1662.39,1692.32,121.033967707948,4,NA,NA,1,3886.4150390625
"peaknum",5409,122.025634268742,1159.46,1146.48,1202.37,128.045601092127,6,NA,NA,1,1862.05822753906
"peaknum",689,125.036717230247,196.495,176.538,223.437,130.053636789799,5,0,0,1,87884.6171875
"peaknum",6096,128.036644603562,1466.8,1453.83,1481.77,133.053352346737,5,NA,NA,1,4368.212890625
"peaknum",7464,129.020654398173,1667.38,1657.39,1680.35,134.037232673156,5,NA,NA,1,8189.14306640625
"peaknum",7635,129.020716842597,1695.32,1681.35,1711.28,134.037246127193,5,NA,NA,1,9337.685546875
"peaknum",9021,129.020733761157,2047.57,2032.6,2063.53,133.034297919105,4,NA,NA,1,3603.51831054688
"peaknum",5612,129.039813613032,1222.32,1213.34,1231.3,133.053251540674,4,NA,NA,1,1583.16223144531
"peaknum",7296,130.052568617878,1650.41,1645.42,1656.4,135.069030520925,5,NA,NA,1,2085.2666015625
"peaknum",3166,130.088404037752,878.049,870.066,889.025,136.108862158823,6,NA,NA,1,20245
"peaknum",7476,131.072549572963,1678.35,1669.37,1691.33,137.092775881884,6,NA,NA,1,1110.7177734375
"peaknum",3791,131.036471410626,997.797,989.814,1013.76,135.049572443178,4,NA,NA,1,8032.65625
"peaknum",7555,132.031320145741,1686.34,1679.35,1697.31,136.04501366978,4,NA,NA,1,5866.7861328125
"peaknum",3720,133.051884106579,954.889,941.913,969.857,138.068782394751,5,0,NA,1,86618.53125
"peaknum",1418,133.045382576561,736.351,692.445,751.319,138.061757026057,5,0,0,1,2188.88452148438
"peaknum",9409,134.048186502715,2238.16,2229.18,2254.13,139.065033290653,5,NA,NA,1,1908.54211425781
"peaknum",1300,138.062069604015,663.507,625.588,695.439,139.065250222433,1,0,0,1,3342.34594726562
"peaknum",1432,138.061757026057,736.351,728.368,754.313,139.065165441619,1,0,0,1,4111.1455078125
"peaknum",7610,143.036081182415,1696.32,1670.37,1725.25,149.056162335333,6,NA,NA,1,3779.28125
"peaknum",3160,143.036429509056,836.138,817.179,854.1,149.056173481839,6,NA,NA,1,14516.1220703125
"peaknum",6253,146.047316548231,1466.8,1452.83,1482.77,151.063990321819,5,0,NA,1,78345.75
"peaknum",3761,147.067531194911,981.831,969.857,996.799,153.087637762252,6,0,0,1,11573.2783203125
"peaknum",3392,147.067437944242,912.974,905.989,927.942,153.087601326062,6,0,0,1,33998.84375
"peaknum",7719,147.031226054625,1672.37,1653.4,1695.32,152.047915560214,5,NA,NA,1,63931.40625
"peaknum",3608,148.045037409672,952.339372670001,945.904,961.874,153.061656193087,5,NA,NA,1,2114.388671875
"peaknum",7686,157.051950854146,1698.31,1684.34,1714.28,164.075309274927,7,0,0,1,19675.244140625
"peaknum",1452,157.063097088852,748.326,739.345,764.292,163.083110766174,6,0,NA,1,13196.259765625
"peaknum",5515,159.078640369386,1180.41,1170.43,1197.38,165.099163550254,6,NA,NA,1,5067.26708984375
"peaknum",3345,161.046807784462,836.138,818.177,854.1,167.067230169831,6,0,0,1,28651.15234375
"peaknum",3230,161.083243365653,886.032,880.045,901,167.10359498519,6,0,NA,1,12480.837890625
"peaknum",7625,161.046836097708,1676.36,1662.39,1693.32,167.067133357038,6,0,0,1,18492.015625
"peaknum",3533,164.073189374259,932.932,927.942,948.902,173.103266401117,9,NA,NA,1,6836.04052734375
"peaknum",6086,168.028803571738,1466.8,1452.83,1478.78,173.045986465961,5,NA,NA,1,1822.95092773438
"peaknum",7721,171.007541655192,1712.28,1704.3,1726.25,174.017562616724,3,0,NA,1,12014.7431640625
"peaknum",5400,171.029008897023,1129.52,1112.56,1145.49,174.039314048677,3,0,0,1,11432.0068359375
"peaknum",3362,171.140138797078,881.042,865.077,897.008,181.173915929374,10,0,0,1,17181.568359375
"peaknum",9013,173.010799492886,2046.08357681093,2042.58,2051.56,178.027477925789,5,NA,NA,1,7085.55810546875
"peaknum",3382,173.046679822837,916.966,910.979,927.942,180.070337439748,7,NA,NA,1,8358.6005859375
"peaknum",7362,174.042172373771,1649.41,1640.43,1662.39,179.058933697568,5,NA,NA,1,29397.544921875
"peaknum",7532,175.062059149154,1677.00249872255,1665.38,1692.32,182.086276182262,7,0,0,1,81746.7109375
"peaknum",3353,179.057742382968,836.138,818.177,854.1,185.077917142697,6,0,0,1,231746.015625
"peaknum",3932,180.067473527901,1038.71,1033.72,1051.68,189.098104869506,9,NA,NA,1,6975.314453125
"peaknum",3849,184.029891819628,1026.73,1020.75,1033.72,187.039865882539,3,NA,NA,1,1644.76025390625
"peaknum",9012,184.987090829226,2037.59,2030.61,2052.56,187.997144437194,3,NA,NA,1,5510.86572265625
"peaknum",7105,185.05810655204,1627.46,1621.47,1634.44,190.074903317136,5,NA,NA,1,3108.5556640625
"peaknum",5701,187.073598921059,1265.23,1256.25,1275.21,194.097014573047,7,NA,NA,1,1549.00134277344
"peaknum",7195,188.058081230609,1642.43,1634.44,1652.4,195.081470443361,7,NA,NA,1,6952.14794921875
"peaknum",9062,191.021198401402,2031.6,2014.64,2047.57,197.041213026955,6,NA,NA,1,28773.208984375
"peaknum",7533,191.05732576113,1684.34,1665.38,1705.3,198.08103586024,7,NA,NA,1,2186.64770507812
"peaknum",3095,197.156238985826,870.066,857.094,883.038,209.197098910024,12,NA,NA,1,2048.09521484375
"peaknum",7602,199.002870146285,1692.32,1686.34,1708.29,202.012845640957,3,NA,NA,1,2650.66650390625
"peaknum",3652,199.171867396728,865.077,848.113,881.042,211.212176505438,12,0,NA,1,84493.65625
"peaknum",5947,207.052263576151,1385.97,1376.99,1401.94,213.073019569432,6,NA,NA,1,9138.8369140625
"peaknum",3773,215.03450701874,706.415,691.447,730.364,221.054743627737,6,NA,NA,1,12357.84765625
"peaknum",5155,215.034395847044,1090.6,1027.73,1158.46,221.054446656071,6,0,NA,1,5831.42138671875
"peaknum",5773,225.018741230625,1293.07843961806,1287.18,1302.15,231.038563018897,6,NA,NA,1,1701.27087402344
"peaknum",4248,227.203193808921,854.1,839.132,869.068,241.250088885418,14,0,0,1,357580.375
"peaknum",5988,231.100675293359,1456.82,1447.84,1462.81,240.130201170492,9,NA,NA,1,1166.74230957031
"peaknum",3456,231.161479435016,929.938,924.949,940.915,243.201426433773,12,NA,NA,1,1222.46911621094
"peaknum",1399,233.079630239757,725.071287713015,717.392,738.347,241.106105792516,8,NA,NA,1,2886.92578125
"peaknum",3519,239.079058198868,835.14,817.179,853.102,245.098975415265,6,0,NA,1,46511.91015625
"peaknum",5494,241.081889192813,1180.41,1169.44,1194.38,247.102477783581,6,NA,NA,1,2767.83276367188
"peaknum",2311,241.083289065772,835.14,824.164,852.104,247.103669258942,6,NA,NA,1,1315.47216796875
"peaknum",2345,242.053208238818,833.145,805.204,860.087,248.073758062104,6,NA,NA,1,7919.00048828125
"peaknum",1221,243.064377451251,636.564,627.583,652.53,252.094509212103,9,0,0,1,14341.1796875
"peaknum",3214,243.198174297129,871.064,857.094,885.034,257.245110457322,14,0,0,1,47798.58984375
"peaknum",7461,251.005370084,1667.38,1660.39,1685.34,256.022203477835,5,NA,NA,1,2611.93017578125
"peaknum",9559,252.492986922393,2425.77,2415.79,2436.74,257.508836575149,5,NA,NA,1,1821.02160644531
"peaknum",5257,253.031529313981,1128.52,1117.55,1147.48,256.042286126301,3,NA,NA,1,2989.8681640625
"peaknum",7535,255.089704471269,1690.33,1685.34,1694.32,268.133592267203,13,NA,NA,1,968.36767578125
"peaknum",12994,255.234954964266,845.119,831.149,861.085,271.288733224969,16,0,0,1,2072086.125
"peaknum",1502,256.060850232227,775.268,757.307,796.223,264.088175921424,8,NA,NA,1,3566.4521484375
"peaknum",2948,257.213561869155,865.077,844.121,892.019,272.264022408793,15,NA,NA,1,5454.7939453125
"peaknum",1457,258.058665532247,774.27,763.294,789.238,266.085370363932,8,NA,NA,1,1553.04650878906
"peaknum",7809,259.02393973644,1733.24,1701.3,1752.2,265.044468289432,6,NA,NA,1,8023.48046875
"peaknum",2362,268.275951980779,845.119,840.13,848.113,273.292454405993,5,0,0,1,11133.0791015625
"peaknum",9621,269.250330800496,842.126,827.157,860.087,286.307026046269,17,0,0,1,55890.95703125
"peaknum",3241,271.229873108794,859.529460837311,838.134,880.045,287.283526860752,16,0,0,1,243877.09375
"peaknum",7258,273.034919003243,1645.42,1639.43,1653.4,281.061277723924,16,NA,NA,2,1766.63171386719
"peaknum",8730,275.018999272397,1984.71,1978.72,2000.67,281.038624714599,6,NA,NA,1,1863.07775878906
"peaknum",10729,277.185784633682,3272.97,3259,3284.95,299.259985238889,22,0,0,1,9887.70703125
"peaknum",10854,277.218157477238,3273.97,3262,3280.96,285.244253297909,8,NA,NA,1,9924.548828125
"peaknum",1473,280.105334273321,774.27,755.311,794.228,288.132230684124,8,NA,NA,1,2401.65795898438
"peaknum",7612,282.023004084181,1701.80973109213,1697.31,1709.29,289.547942091396,15,NA,NA,2,1900.86987304688
"peaknum",2733,285.245440107078,854.1,848.113,867.072,302.302064355696,17,0,0,1,8176.7275390625
"peaknum",7544,289.106199060167,1685.34,1678.35,1696.32,299.13960777918,10,NA,NA,1,6230.38330078125
"peaknum",3089,295.159950977297,865.077,849.111,899.004,307.200350227423,12,0,NA,1,7220.546875
"peaknum",3074,295.266225412962,838.134,823.166,853.102,314.330056594377,19,0,0,1,35636.91015625
"peaknum",3002,296.162588199062,866.074,851.106,878.049,307.200350227423,11,NA,NA,1,1584.46484375
"peaknum",5212,297.24527614184,852.104,838.134,866.074,315.306266592724,18,0,0,1,37437.28125
"peaknum",3242,299.260644401694,850.108,834.143,865.077,317.321511846353,18,0,0,1,18422.341796875
"peaknum",3386,301.153580097575,918.962,912.974,928.94,307.174120048784,6,0,0,1,1193.7587890625
"peaknum",7511,302.535844518618,1681.35,1671.37,1693.32,311.06400019671,17,NA,NA,2,3185.84497070312
"peaknum",7478,303.036832217551,1680.35,1677.36,1687.34,311.06400019671,16,NA,NA,2,841.349975585938
"peaknum",8754,309.508564847262,2006.66,1994.68,2014.64,317.033831182131,15,NA,NA,2,3319.01318359375
"peaknum",662,310.117503148321,198.491,176.538,223.437,316.137553671044,6,NA,NA,1,3227.57373046875
"peaknum",2735,311.261118042421,851.106,840.13,864.079,330.324982977475,19,NA,NA,1,4878.0888671875
"peaknum",3272,316.172521042012,877.051,871.064,891.021,322.192803215449,6,NA,NA,1,8949.9296875
"peaknum",3638,317.047854279164,958.88,957.883,981.831,322.065776734107,5,NA,NA,1,943.728454589844
"peaknum",6044,320.099414374709,1466.8,1459.82,1472.79,325.115868640499,5,NA,NA,1,2251.88916015625
"peaknum",7730,321.051286561634,1718.27,1710.29,1733.24,331.084630168663,10,0,NA,1,4736.4453125
"peaknum",7828,323.0304200417,1757.72941398352,1749.2,1772.15,332.061020476602,9,NA,NA,1,10400.982421875
"peaknum",741,323.092089846624,280.32,267.348,299.279,327.107089180691,4,NA,NA,1,2653.31860351562
"peaknum",5690,328.04698679045,1260.24,1251.26,1268.22,338.080762266859,10,NA,NA,1,1597.54602050781
"peaknum",531,328.287117606981,138.618,136.623,154.584,347.350460435802,19,NA,NA,1,8958.46484375
"peaknum",7777,337.001217783473,1733.24,1719.27,1738.23,343.021395683909,6,NA,NA,1,1354.60534667969
"peaknum",669,337.10934707584,195.497,181.527,219.446,341.122796980978,4,0,0,1,2437.5244140625
"peaknum",8714,338.546150767647,1957.09333333333,1947.78,1970.73,348.5795799748,20,0,0,2,8422.001953125
"peaknum",9307,338.990469792655,2207.23,2197.25,2223.2,345.011396952564,6,0,NA,1,9235.2333984375
"peaknum",7846,346.05780692816,1768.16,1755.19,1784.13,356.091298761534,10,0,0,1,37402.2578125
"peaknum",8710,349.537030952892,1956.76,1952.77,1969.74,359.570247906558,10,NA,NA,1,721.216430664062
"peaknum",2911,350.209930385777,849.111,838.134,865.077,365.260426908452,15,NA,NA,1,2747.60327148438
"peaknum",4045,351.222759237227,847.115,832.147,863.081,367.276279477015,16,0,0,1,60356.75
"peaknum",3475,352.186410900996,931.549855543135,924.949,941.913,358.207033545271,6,NA,NA,1,2855.77954101562
"peaknum",7762,356.993614761084,1731.24,1717.27,1745.21,363.012091560575,6,NA,NA,1,2442.00024414062
"peaknum",3244,359.121378701525,835.14,819.174,852.104,370.158415425039,11,NA,NA,1,8379.357421875
"peaknum",9299,360.972249702013,2206.23,2201.24,2211.22,366.991222156352,6,NA,NA,1,881.868835449219
"peaknum",8194,362.052466861405,1892.9,1882.92,1903.88,372.086718799053,10,NA,NA,1,2198.4091796875
"peaknum",9512,362.604521387527,2388.85,2379.87,2393.84,377.65525151302,30,NA,NA,2,1270.90515136719
"peaknum",2524,364.138329359925,835.14,823.166,853.102,372.165528147741,8,0,0,1,2544.88623046875
"peaknum",2290,367.146896524482,834.143,826.16,844.121,373.165453688668,6,NA,NA,1,1547.65625
"peaknum",2894,367.217487485911,859.089,853.102,869.068,383.271240051048,16,0,0,1,7965.16162109375
"peaknum",3118,385.256331892516,865.077,822.168,907.985,397.295927059527,12,NA,NA,1,6865.1240234375
"peaknum",7606,391.573617633379,1690.33,1683.34,1703.3,405.118718836666,27,NA,NA,2,3718.58374023438
"peaknum",7578,392.074104658388,1689.33,1684.34,1697.31,405.118718836666,26,NA,NA,2,1529.75244140625
"peaknum",9179,396.775474031906,2103.45,2095.47,2116.42,410.488352220194,41,0,0,3,5603.18359375
"peaknum",9493,398.547295787758,2376.87,2370.88,2382.86,409.082318242621,21,NA,NA,2,1505.00695800781
"peaknum",9488,401.017524178022,2371.88,2363.9,2387.85,411.050396709911,10,NA,NA,1,1518.03332519531
"peaknum",9540,402.996932739643,2396.83,2382.86,2410.8,412.026743299539,9,NA,NA,1,1925.63891601562
"peaknum",9253,402.996992295957,2110.44,2099.46,2126.4,412.027051881807,9,0,0,1,14460.89453125
"peaknum",9473,403.557798531923,2238.39707199466,2224.19,2254.13,415.096262949741,23,0,0,2,74856.6640625
"peaknum",9358,405.05830561244,2237.17,2229.18,2251.14,416.096564246402,22,NA,NA,2,2898.26123046875
"peaknum",9494,405.505597402074,2373.53161663826,2360.9,2388.85,415.036912013817,19,NA,NA,2,1929.01806640625
"peaknum",9519,406.545099231414,2392.84,2383.86,2402.82,417.079071218946,21,NA,NA,2,1938.33959960938
"peaknum",3027,407.267161318061,854.1,836.138,872.062,427.332721357656,20,NA,NA,1,13046.142578125
"peaknum",9259,410.028891387739,2122.41,2115.43,2131.39,420.062437032995,10,0,0,1,3363.18432617188
"peaknum",9460,410.564298721718,2250.14,2247.14,2256.12,422.605776433329,12,NA,NA,1,1695.25476074219
"peaknum",2913,414.290575386353,854.1,838.134,868.07,426.330832293646,12,NA,NA,1,6975.78076171875
"peaknum",9447,414.549125191651,2237.17,2228.19,2251.14,426.087632392326,23,0,NA,2,4710
"peaknum",6936,415.632446564455,1547.63,1544.64,1552.62,431.185270149068,31,NA,NA,2,1917.55297851562
"peaknum",9508,417.018916416009,2378.87,2366.89,2391.84,427.051989892585,20,0,0,2,2734.11840820312
"peaknum",643,417.142834118107,183.523,172.546,203.48,434.200332634001,17,NA,NA,1,1941.43688964844
"peaknum",2842,421.282645127552,849.111,786.245,913.972,428.306516023201,7,0,0,1,9695.1982421875
"peaknum",7837,424.035860132107,1768.16,1763.17,1780.14,434.069756634119,10,0,0,1,2445.21459960938
"peaknum",2843,424.248930755846,856.096,847.115,863.081,443.313307815826,19,NA,NA,1,5040.68798828125
"peaknum",9292,426.023985016873,2125.4,2113.43,2141.37,436.057544248405,10,0,0,1,43395.8515625
"peaknum",9572,426.023950238223,2425.77,2416.79,2442.73,436.057551690953,10,NA,NA,1,4161.7373046875
"peaknum",9556,427.026508921145,2426.76,2419.78,2433.75,435.054284119936,8,NA,NA,1,997.438232421875
"peaknum",9580,427.126143012503,2532.54,2521.57,2543.52,444.684197675457,35,NA,NA,2,865.00146484375
"peaknum",7841,428.061063339173,1769.16,1762.17,1777.14,438.094369944268,10,NA,NA,1,1600.90808105469
"peaknum",3055,429.282031636293,871.064,863.081,884.036,443.32900526244,14,0,0,1,9019.6025390625
"peaknum",3090,433.282893363773,844.121,827.157,861.085,439.30274662501,6,NA,NA,1,23072.576171875
"peaknum",9450,433.540729960613,2238.16,2230.18,2251.14,445.079356562086,23,0,NA,2,5666.8359375
"peaknum",3280,435.298444005577,844.121,829.153,860.087,457.372220733022,22,0,0,1,101438.8359375
"peaknum",9467,442.018406194501,2243.63598106211,2232.18,2259.12,452.052364780087,10,0,NA,1,6371.2705078125
"peaknum",9046,442.653092674161,2074.51,2065.53,2083.49,458.70643309625,32,0,0,2,4766.712890625
"peaknum",2333,449.314009216388,839.132,823.166,849.111,472.389503520552,23,NA,NA,1,6877.412109375
"peaknum",2314,450.316721494891,840.13,820.172,845.119,456.337579147888,6,0,NA,1,1668.19140625
"peaknum",2463,450.348075255241,844.121,840.13,855.098,456.368569231214,6,0,0,1,8710.888671875
"peaknum",2896,451.294161741771,859.089,838.134,879.047,458.317559758943,7,0,0,1,14418.4169921875
"peaknum",2672,452.280747363777,849.111,838.134,856.096,473.350942991071,21,NA,NA,1,35376.09765625
"peaknum",12211,453.39598159784,3383.74,3366.77,3400.7,481.490048640064,28,0,0,1,5909.54296875
"peaknum",2175,453.396913910501,810.194,795.226,826.16,481.490755615866,28,0,0,1,15403.2900390625
