"","peaknum_a","mz","rt","rtmin","rtmax","match_mz","n_carbons","adduct","iso","charge","maxo"
"peaknum",8763,840.04627609201,2005.66,2000.67,2012.64,861.117607321502,21,NA,NA,1,984.592163085938
"peaknum",1630,840.534046874051,802.211,792.232,820.172,880.668220366929,40,NA,NA,1,1092.50244140625
"peaknum",8357,843.958030323294,1907.57766744094,1900.88,1919.84,877.070227215622,33,0,0,1,903.861328125
"peaknum",7710,844.725735033646,1706.295,1677.36,1723.26,872.819578707267,28,0,NA,1,4600.97509765625
"peaknum",7705,845.226877567236,1706.79,1675.36,1745.21,874.322595676082,29,0,NA,1,2934.29296875
"peaknum",1666,845.551670906984,801.213,790.236,817.179,880.668220366929,35,NA,NA,1,4526.18505859375
"peaknum",1687,846.553748026472,803.209,781.255,826.16,880.668220366929,34,0,0,1,2166.32568359375
"peaknum",5898,848.275466951755,1331.09,1316.12,1343.07,878.376519598231,30,0,NA,1,2734.19116210938
"peaknum",6990,848.75088464441,1545.63,1531.66,1559.6,878.851643768347,30,0,0,1,4331.92333984375
"peaknum",8400,850.636055619626,1901.88,1890.9,1916.85,885.082598005715,103,0,0,3,17209.158203125
"peaknum",8379,850.969983571341,1902.1633789373,1891.9,1916.85,885.082598005715,34,NA,NA,1,21877.8671875
"peaknum",8358,851.304246448634,1900.88,1891.9,1916.85,885.417968303669,34,NA,NA,1,14565.12890625
"peaknum",2122,853.547226997455,820.172,803.209,834.143,895.6880456383,42,0,0,1,5262.171875
"peaknum",3656,858.501735048452,953.891,936.923,966.863,898.635222044794,40,0,0,1,3640.9560546875
"peaknum",1826,858.565154194646,821.17,808.198,825.162,894.683997171374,36,NA,NA,1,1016.85876464844
"peaknum",2197,859.567197105065,820.172,802.211,836.138,895.6880456383,36,0,0,1,15001.712890625
"peaknum",7924,860.722918558714,1836.02,1835.02,1861.97,888.817635720911,28,NA,NA,1,1465.94836425781
"peaknum",1783,861.467615390203,820.172,813.187,824.164,893.578792972288,32,NA,NA,1,617.88916015625
"peaknum",7399,864.248029137685,1648.41,1634.44,1665.38,895.351978477944,31,0,0,1,34221.90234375
"peaknum",8253,864.638889189406,1897.89,1891.9,1910.86,899.421156669462,104,0,0,3,2406.85009765625
"peaknum",7377,865.250924785666,1650.02092873899,1636.44,1664.38,895.351978477944,30,NA,NA,1,12944.5703125
"peaknum",8197,865.641702963907,1896.89,1891.9,1905.87,909.291690310119,87,NA,NA,2,1263.47399902344
"peaknum",7341,866.252909259171,1649.41,1641.43,1660.39,893.345983974422,27,0,0,1,2073.39038085938
"peaknum",7417,867.350498159944,1663.39,1650.41,1677.36,901.462828005985,34,0,0,1,2848.21240234375
"peaknum",9979,868.173019526949,3257.20394972356,3253.02,3274.97,903.958099225955,107,0,0,3,2341.65454101562
"peaknum",6830,868.272934299284,1510.71,1495.74,1525.68,901.382171042922,33,0,NA,1,47932.19921875
"peaknum",2071,868.560983523101,834.143,812.189,861.085,911.702477783848,43,NA,NA,1,2462.64697265625
"peaknum",6700,869.275920021739,1510.71,1500.73,1524.68,901.382171042922,32,NA,NA,1,19476.162109375
"peaknum",6837,869.756755024816,1527.67,1519.69,1536.65,900.861249158776,31,0,NA,1,1825.27404785156
"peaknum",1971,869.564412042719,833.145,823.166,836.138,910.702329952099,41,NA,NA,1,1316.52111816406
"peaknum",6562,870.780588871108,1511.7,1506.72,1515.7,901.884292967854,31,NA,NA,1,735.263061523438
"peaknum",2827,874.579730826753,834.143,816.181,860.087,911.702477783848,37,0,0,1,5049.59521484375
"peaknum",7342,875.238619210739,1649.41,1638.43,1662.39,906.34099750732,31,0,NA,1,1771.95666503906
"peaknum",13359,876.474634163555,3535.41,3494.5,3572.33,913.598370576715,37,NA,NA,1,23660.876953125
"peaknum",1377,876.475786082181,657.52,522.807,770.279,913.599719709221,37,NA,NA,1,5880.91064453125
"peaknum",13360,877.477107063204,3533.42,3494.5,3565.35,913.598370576715,36,0,NA,1,13970.32421875
"peaknum",1915,877.541227494676,824.164,820.172,827.157,913.662860819072,36,0,NA,1,694.027465820312
"peaknum",6628,879.263536280498,1509.29595210433,1482.77,1519.69,912.372725076478,33,0,NA,1,1663.16442871094
"peaknum",7032,879.967632936308,1581.56,1575.57,1586.55,917.5918442662,75,0,0,2,977.268188476562
"peaknum",6563,880.267309325036,1510.21,1504.72,1515.7,912.372725076478,32,NA,NA,1,779.890686035156
"peaknum",8524,880.617331331104,1914.85,1905.87,1929.82,912.725226033406,32,0,0,1,1668.00476074219
"peaknum",8424,881.61765498393,1912.86,1907.87,1917.85,912.725226033406,31,NA,NA,1,776.033874511719
"peaknum",7285,883.227241363105,1649.41,1643.42,1655.4,913.330060379965,30,NA,NA,1,893.150024414062
"peaknum",7161,885.252883264504,1625.71957646733,1613.49,1642.43,917.361438269508,32,NA,NA,1,9303.4072265625
"peaknum",12310,885.554909408944,3402.7,3389.72,3419.66,921.673975277321,36,NA,NA,1,1372.15979003906
"peaknum",7134,885.754787936574,1626.09945972655,1615.48,1639.43,917.861295548235,32,NA,NA,1,6124.20556640625
"peaknum",9047,886.310749117382,2074.51,2067.53,2083.49,918.418306465169,32,0,NA,1,1921.81884765625
"peaknum",12300,886.558311692844,3403.69,3371.76,3444.61,921.673975277321,35,NA,NA,1,816.115783691406
"peaknum",5624,887.292731252523,1228.31,1221.33,1236.29,917.392640241111,30,NA,NA,1,817.76416015625
"peaknum",6564,887.754455896909,1511.7,1504.72,1515.7,918.860562493504,31,NA,NA,1,884.492797851562
"peaknum",6320,889.27838218976,1486.76,1472.79,1503.72,923.39136273923,34,NA,NA,1,22110.94140625
"peaknum",6346,889.779985273547,1487.76,1473.79,1503.72,922.890529900401,33,0,0,1,16545.373046875
"peaknum",1371,890.491762100527,673.485,585.673,675.481,929.620918117791,39,NA,NA,1,4066.02856445312
"peaknum",7299,891.241672413707,1650.41,1645.42,1661.39,921.342531568122,30,0,0,1,1165.95849609375
"peaknum",13367,891.49295385634,3545.39,3485.52,3598.28,929.619668398944,38,NA,NA,1,3412.08764648438
"peaknum",13368,892.493168871875,3536.41,3501.48,3567.34,927.61310708444,35,NA,NA,1,1815.02307128906
"peaknum",8536,893.988686466292,1914.85,1908.87,1919.84,926.095333321893,32,NA,NA,1,513.016662597656
"peaknum",8555,894.620920185488,1907.87,1898.89,1923.83,928.732633832885,34,0,0,1,2274.7587890625
"peaknum",8537,895.290254810995,1907.87,1897.89,1922.84,928.398818124584,33,NA,NA,1,2195.0439453125
"peaknum",6614,895.265803430948,1513.7,1508.71,1521.68,926.369109028661,31,0,0,1,2789.61474609375
"peaknum",6629,895.767145068544,1512.7,1503.72,1519.69,931.88815234878,36,NA,NA,1,1542.64379882812
"peaknum",6645,898.283442681468,1509.71,1501.73,1522.68,931.39315200512,33,NA,NA,1,11606.806640625
"peaknum",8171,898.417186024816,1897.89,1892.9,1901.88,943.069658133513,89,NA,NA,2,1076.06005859375
"peaknum",6646,898.784527190892,1510.71,1500.73,1520.69,930.892617097495,32,0,0,1,7863.189453125
"peaknum",5918,899.292415385804,1347.06,1338.08,1357.03,932.402770274243,33,NA,NA,1,1731.39233398438
"peaknum",2130,899.554734965084,829.153,824.164,843.123,943.699708422477,44,0,NA,1,4127.61279296875
"peaknum",8426,907.322151620657,1908.87,1897.89,1919.84,940.434196598722,33,NA,NA,1,1318.80151367188
"peaknum",12193,907.469029315559,3361.78,3284.95,3429.64,946.599089380014,39,0,NA,1,3097.4794921875
"peaknum",8476,907.65609150724,1907.87,1898.89,1926.83,940.767719202322,33,0,0,1,1554.73266601562
"peaknum",8293,908.624429487436,1901.95166710148,1891.9,1921.84,942.737226370544,34,NA,NA,1,2177.19165039062
"peaknum",8276,908.959110220953,1899.89,1891.9,1913.86,942.069182416446,33,NA,NA,1,2141.54174804688
"peaknum",8277,909.291690310119,1901.51994066843,1891.9,1918.85,943.402882564171,34,NA,NA,1,1942.48400878906
"peaknum",6632,909.274196677346,1511.15805088829,1501.73,1519.69,941.381575625557,32,0,0,1,2859.28662109375
"peaknum",5649,909.272780149372,1228.31,1217.33,1236.29,939.373512695963,30,0,0,1,3037.33251953125
"peaknum",8233,909.625001331776,1900.88,1892.9,1915.85,942.737226370544,33,NA,NA,1,1283.01342773438
"peaknum",6054,910.283427298564,1462.81,1461.81,1517.69,944.398879429076,34,0,NA,1,1088.43786621094
"peaknum",5625,911.277603700598,1229.31,1225.32,1233.3,938.37177596484,27,NA,NA,1,555.147644042969
"peaknum",2352,913.567871523132,836.138,817.179,853.102,957.715658806509,44,0,NA,1,3461.09594726562
"peaknum",6230,916.271948689607,1491.12779161461,1480.77,1500.73,953.896352734899,75,0,0,2,1727.39099121094
"peaknum",6245,919.288491440997,1487.40899931991,1478.78,1498.73,953.40214285444,34,0,NA,1,9600.9658203125
"peaknum",6223,919.790143595852,1486.76,1476.78,1496.74,952.900646263375,33,NA,NA,1,7927.68408203125
"peaknum",8219,921.327291917481,1899.89,1894.9,1907.87,955.438809800016,34,0,0,1,750.137634277344
"peaknum",8103,921.726721862994,1873.94,1849.99,1897.89,950.823788329573,29,0,NA,1,4175.568359375
"peaknum",8110,922.228503288994,1873.62344029524,1851.99,1889.91,951.32589574707,29,NA,NA,1,3135.31030273438
"peaknum",5650,925.245819702671,1228.31,1219.33,1242.28,954.344020697715,29,0,0,1,4736.9453125
"peaknum",7725,925.752434556403,1707.30604589212,1677.36,1726.25,956.856234805662,31,NA,NA,1,5250.00537109375
"peaknum",7713,926.253669895065,1708.29,1675.36,1724.26,958.360344953301,32,NA,NA,1,3825.94213867188
"peaknum",7693,926.754628234492,1707.29,1678.35,1721.26,957.858063565443,31,0,0,1,2407.00732421875
"peaknum",5635,927.250365338925,1229.31,1224.32,1234.3,956.350516349052,29,NA,NA,1,855.029357910156
"peaknum",2756,927.581612046411,843.123,831.149,858.091,967.717159503459,40,0,NA,1,989.442993164062
"peaknum",5910,929.302771923327,1346.06,1332.09,1374,962.413450771856,33,NA,NA,1,1019.4736328125
"peaknum",6197,930.278953321991,1486.76,1475.78,1496.74,963.390908648683,33,NA,NA,1,1511.68725585938
"peaknum",6205,930.782536147912,1487.25756669648,1478.78,1500.73,963.889732410557,33,NA,NA,1,1314.05407714844
"peaknum",2599,933.603911084237,842.126,830.151,869.068,973.736464954843,40,0,0,1,2240.16259765625
"peaknum",11507,934.496582041139,3301.91,3278.96,3324.86,978.64490232736,44,NA,NA,1,1956.32702636719
"peaknum",12570,935.499277361269,3420.66,3394.71,3441.61,976.637126512733,41,0,NA,1,1518.80493164062
"peaknum",6171,938.26593412555,1485.76,1479.77,1493.74,971.375871056719,33,NA,NA,1,873.5703125
"peaknum",7941,941.248620412045,1831.03,1817.06,1847,973.356641269855,32,0,NA,1,4682.9296875
"peaknum",7411,945.274569975042,1651.41,1638.43,1667.38,979.387752469578,34,0,0,1,31619.130859375
"peaknum",7389,946.277366975243,1652.4,1637.44,1668.38,979.387752469578,33,0,0,1,13160.6630859375
"peaknum",7604,947.259277170033,1686.34,1659.39,1709.29,979.366133280381,32,NA,NA,1,1628.06188964844
"peaknum",7327,947.279697207474,1651.41,1642.43,1658.39,980.388106947403,33,0,0,1,1953.52954101562
"peaknum",3057,947.617804924394,864.079,846.117,912.974,988.756629182899,41,0,NA,1,684.465393066406
"peaknum",11845,948.512881067483,3345.82,3320.87,3382.74,993.661990017528,45,NA,NA,1,1522.67578125
"peaknum",6791,949.2993389688,1516.69,1503.72,1531.66,985.418287392193,36,0,0,1,25822.138671875
"peaknum",6781,949.801036731891,1516.69,1505.72,1529.67,984.915807841455,35,NA,NA,1,19902.220703125
"peaknum",11541,950.493073146124,3302.91,3283.95,3331.85,994.639635432158,44,0,0,1,3671.33203125
"peaknum",6852,950.782494316935,1532.66,1523.68,1542.64,984.897548493752,34,0,0,1,4023.943359375
"peaknum",13394,954.452015993913,3540.4,3504.48,3599.28,992.576864834946,38,0,0,1,3583.14233398438
"peaknum",7379,956.264717545031,1652.4,1642.43,1664.38,989.375837304225,33,0,NA,1,1954.32885742188
"peaknum",7328,957.267325047728,1652.4,1645.42,1663.39,989.375837304225,32,NA,NA,1,975.561645507812
"peaknum",6666,960.288933046704,1518.19,1511.7,1521.68,995.408012492175,35,0,NA,1,1385.76550292969
"peaknum",7874,962.255198461012,1814.07,1805.09,1822.05,995.3646863023,33,0,0,1,950.071594238281
"peaknum",12002,964.50860981831,3347.81,3319.87,3398.7,1009.65925906508,45,NA,NA,1,1793.87536621094
"peaknum",7189,966.27987703528,1629.75355868466,1614.49,1645.42,1001.39780326138,35,NA,NA,1,20651.556640625
"peaknum",7190,966.781496731441,1629.45,1617.48,1645.42,1001.89766189334,35,NA,NA,1,17681.88671875
"peaknum",7180,967.282839128943,1629.71996795038,1617.48,1645.42,1001.39780326138,34,NA,NA,1,8416.9169921875
"peaknum",6506,970.304557901978,1495.74,1481.77,1511.7,1007.42785213173,37,NA,NA,1,16118.244140625
"peaknum",6452,970.806618084246,1495.74,1481.77,1510.71,1006.92678499974,36,NA,NA,1,15044.5947265625
"peaknum",6410,971.30731694317,1495.74,1483.77,1508.71,1007.42785213173,36,NA,NA,1,8336.154296875
"peaknum",6350,971.809785801206,1495.74,1486.76,1508.71,1006.92678499974,35,NA,NA,1,3658.05444335938
"peaknum",6670,976.793524068311,1516.69,1512.7,1521.68,1010.90548692077,34,NA,NA,1,850.17529296875
"peaknum",7130,977.270077328539,1629.45,1620.47,1653.4,1011.38592481706,34,0,0,1,1552.87902832031
"peaknum",1109,978.613792168319,584.675,570.705,598.645,1016.73998370501,38,0,NA,1,857.431030273438
"peaknum",6716,979.309586342469,1515.7,1508.71,1525.68,1014.42655812015,35,0,0,1,4958.47607421875
"peaknum",6692,979.811460290552,1516.69,1508.71,1523.68,1013.92588923586,34,NA,NA,1,4451.3564453125
"peaknum",6672,980.813349536248,1515.7,1509.71,1521.68,1014.92712753544,34,NA,NA,1,1364.57629394531
"peaknum",11018,983.43877263973,3280.96,3262,3329.85,1026.08613070715,85,0,NA,2,1161.435546875
"peaknum",7117,985.758603885511,1630.94702104612,1623.47,1636.44,1019.87203205987,34,NA,NA,1,510.628875732422
"peaknum",5740,989.322198957822,1263.24,1248.27,1278.2,1025.44293952311,36,0,0,1,14750.361328125
"peaknum",6682,990.300831836661,1516.69,1501.73,1522.68,1025.4177151228,35,0,NA,1,1274.26989746094
"peaknum",6693,990.801041734869,1516.69,1509.71,1523.68,1025.91387840616,35,NA,NA,1,1065.39245605469
"peaknum",6128,991.309342147244,1473.79,1457.82,1482.77,1028.43389970766,37,NA,NA,1,1009.80023193359
"peaknum",6279,997.798943756176,1497.74,1492.75,1501.73,1032.91409646241,35,NA,NA,1,1020.07104492188
"peaknum",6351,1000.31477790852,1495.74,1485.76,1505.72,1037.43691080109,37,0,0,1,4312.54296875
"peaknum",7706,1006.77828258619,1709.29,1695.32,1722.26,1040.89203420547,34,0,NA,1,2501.228515625
"peaknum",6299,1011.30387765151,1495.74,1483.77,1502.72,1047.42703195684,36,0,0,1,875.278869628906
"peaknum",6997,1016.45314750883,1547.63,1543.64,1556.61,1059.59703639782,43,0,0,1,20152.7109375
"peaknum",7918,1022.27494970973,1827.04,1814.07,1844.01,1058.39605213392,36,NA,NA,1,3469.25244140625
"peaknum",7919,1023.27879491686,1827.04,1814.07,1839.01,1058.39605213392,35,NA,NA,1,2283.39916992188
"peaknum",7403,1026.30124249804,1654.84997747863,1641.43,1667.38,1062.42094974229,36,0,0,1,11905.84765625
"peaknum",7404,1026.80173202954,1653.4,1641.43,1667.38,1063.92548670259,37,0,NA,1,9442.1015625
"peaknum",7591,1027.78380409585,1686.84,1661.39,1702.3,1062.90165842803,35,0,0,1,4348.091796875
"peaknum",7615,1028.28511673749,1688.33,1660.39,1705.3,1063.40214953556,35,NA,NA,1,3890.11499023438
"peaknum",6760,1030.32526678784,1520.69,1511.7,1528.67,1069.4539843783,39,0,0,1,6891.4677734375
"peaknum",6858,1031.81112007707,1538.15,1513.7,1545.63,1068.93271018306,37,NA,NA,1,1298.90185546875
"peaknum",7357,1037.29055499011,1654.4,1648.41,1661.39,1073.41181305164,36,0,0,1,892.311462402344
"peaknum",7868,1043.28091719242,1812.075,1801.1,1821.05,1079.40239217639,36,NA,NA,1,1869.86328125
"peaknum",7880,1043.78150313427,1810.74,1799.1,1821.05,1078.89914810401,35,NA,NA,1,1310.31420898438
"peaknum",7223,1047.30590415318,1632.45,1621.47,1649.41,1084.43000165163,37,0,0,1,13503.9140625
"peaknum",7202,1047.80793366257,1633.39729099395,1622.47,1647.42,1085.93372831127,38,0,0,1,11333.0576171875
"peaknum",6547,1051.33126725132,1502.21851275851,1489.75,1514.7,1091.46453664364,40,NA,NA,1,6352.2021484375
"peaknum",6473,1051.83309788169,1501.73,1490.75,1511.7,1090.96321423397,39,NA,NA,1,6864.91845703125
"peaknum",6523,1052.33499948823,1501.73,1492.75,1513.7,1091.46453664364,39,0,NA,1,3316.66821289062
"peaknum",7140,1058.29548915149,1633.44,1625.46,1642.43,1095.4224444567,37,0,0,1,1116.07604980469
"peaknum",7124,1059.30220411682,1632.45,1628.46,1637.44,1095.4224444567,36,NA,NA,1,594.640014648438
"peaknum",6727,1060.33433884476,1521.34489803636,1499.73,1526.67,1099.46251237357,39,NA,NA,1,1306.24328613281
"peaknum",6720,1060.83715761569,1520.34085449771,1512.7,1531.66,1097.96162257211,37,0,NA,1,1352.76049804688
"peaknum",8942,1067.04566694918,2014.11726957694,1998.68,2020.63,1110.19054709787,129,0,0,3,1788.42761230469
"peaknum",8986,1067.71499395863,2012.64,1998.68,2024.62,1109.85575715561,42,0,0,1,2710.99951171875
"peaknum",8989,1081.05001949675,2009.65,1998.68,2025.62,1125.19650091282,132,NA,NA,3,31453.400390625
"peaknum",6387,1081.3421887543,1500.73,1493.74,1510.71,1120.47222002439,39,NA,NA,1,1571.55029296875
"peaknum",9005,1081.38486340594,2009.65,1997.68,2025.62,1124.86236403571,130,NA,NA,3,44990.98828125
"peaknum",8996,1081.71863980936,2009.65,1998.68,2025.62,1124.86236403571,43,NA,NA,1,40949.40234375
"peaknum",8990,1082.05337565848,2009.65,1998.68,2025.62,1125.19650091282,43,0,NA,1,25199.361328125
"peaknum",8981,1082.38722721162,2009.65,2000.67,2025.62,1123.52492711973,41,0,NA,1,13077.26953125
"peaknum",8969,1082.72208777699,2009.65,2000.67,2022.62,1124.86236403571,42,NA,NA,1,6877.66552734375
"peaknum",5706,1087.29918293699,1263.24,1249.26,1270.22,1125.42217009809,38,0,0,1,2077.41577148438
"peaknum",8872,1088.37746247657,2010.65,2001.67,2019.63,1131.8557850637,130,0,0,3,2664.58178710938
"peaknum",6155,1089.33917018925,1479.71075015476,1469.79,1490.75,1129.47323099273,40,NA,NA,1,1490.03454589844
"peaknum",8896,1089.37970820732,2009.65,2002.67,2018.63,1131.52201264321,42,NA,NA,1,2697.50244140625
"peaknum",6140,1090.34138755115,1481.75401288581,1471.79,1485.76,1128.46896991594,38,NA,NA,1,762.81396484375
"peaknum",7405,1107.32719333403,1655.4,1647.42,1667.38,1147.46226224859,40,0,NA,1,2977.21069335938
"peaknum",6813,1111.35223166221,1524.68,1516.69,1532.66,1153.49144355339,42,0,0,1,2429.34521484375
"peaknum",6801,1111.85315887644,1523.68,1516.69,1531.66,1152.99137431743,41,0,0,1,2049.19604492188
"peaknum",8873,1113.70845564814,2009.65,2003.66,2020.63,1155.84983079051,42,NA,NA,1,1864.11694335938
"peaknum",8901,1114.04441310006,2009.65,1996.68,2020.63,1156.18417432236,42,0,NA,1,2978.998046875
"peaknum",7183,1128.33296771739,1635.44,1625.46,1648.41,1169.46879035153,41,0,0,1,4335.71630859375
"peaknum",7172,1129.33496766496,1636.89261731049,1627.46,1644.42,1169.46879035153,40,0,NA,1,2442.75024414062
"peaknum",6596,1132.35703052892,1506.72,1497.74,1521.68,1174.49784466264,42,0,0,1,2810.48022460938
"peaknum",6548,1132.8587244867,1507.35393916176,1496.74,1514.7,1174.99984056671,42,NA,NA,1,2913.67724609375
"peaknum",6477,1133.86239036144,1506.72,1500.73,1511.7,1174.99984056671,41,NA,NA,1,1113.23645019531
"peaknum",8819,1137.17773734318,2009.65,2002.67,2020.63,1191.35796036214,54,NA,NA,1,918.006408691406
"peaknum",8929,1139.03844582874,2009.65,2001.67,2021.63,1181.17976862882,42,0,NA,1,2751.73706054688
"peaknum",8946,1139.37343604808,2009.65,2000.67,2020.63,1181.51378664269,42,0,NA,1,3354.48608398438
"peaknum",8930,1139.70621486519,2009.94197354978,1999.67,2023.62,1181.84847038539,42,0,NA,1,3837.76904296875
"peaknum",6741,1141.35889926223,1524.57397491809,1519.69,1527.67,1182.49849845526,41,NA,NA,1,850.281860351562
"peaknum",5787,1151.37474788942,1290.18,1252.26,1315.13,1193.51553198268,42,0,0,1,7230.66552734375
"peaknum",6480,1162.86894402083,1506.22,1496.74,1519.69,1204.00551555495,41,NA,NA,1,600.237365722656
"peaknum",9197,1192.33606467394,2103.9184068747,2095.47,2115.43,1233.47343811804,41,0,NA,1,15218.033203125
"peaknum",2646,1198.78923337154,848.113,840.13,855.098,1259.99523993032,61,0,0,1,1855.6171875
"peaknum",2648,1212.80580762399,848.113,839.132,855.098,1275.01331160594,62,NA,NA,1,2489.2548828125
"peaknum",8671,1213.43939771789,1917.85,1906.87,1932.81,1262.10031595499,97,0,0,2,14296.755859375
"peaknum",2606,1213.80743736526,847.115,839.132,854.1,1274.00867020516,60,NA,NA,1,1465.67468261719
"peaknum",2651,1226.82224243586,845.119,840.13,855.098,1290.03164552112,63,0,0,1,1049.46813964844
"peaknum",8660,1234.4452192237,1912.86,1897.89,1927.83,1284.61154654536,100,NA,NA,2,30187.65625
"peaknum",8664,1234.94682499812,1912.86,1899.89,1927.83,1284.10946538857,98,NA,NA,2,35716.40625
"peaknum",8689,1255.45029108837,1907.16993787437,1891.9,1922.84,1306.61947125228,102,NA,NA,2,80133.9375
"peaknum",8721,1255.95197567877,1906.87,1891.9,1922.84,1306.11843902963,100,NA,NA,2,97680.375
"peaknum",8686,1256.45331471102,1906.87,1891.9,1922.84,1306.61947125228,50,NA,NA,1,72479.390625
"peaknum",8541,1266.44092344437,1908.35095191573,1897.89,1921.84,1317.6098635499,102,0,0,2,3161.0087890625
"peaknum",8585,1266.94335846032,1907.87,1892.9,1921.84,1317.6098635499,101,0,0,2,3120.48754882812
"peaknum",8690,1276.45493536779,1900.88,1888.91,1916.85,1328.126415363,103,NA,NA,2,77536.5625
"peaknum",8687,1276.95681019659,1900.88,1888.91,1916.85,1328.126415363,51,NA,NA,1,93449.7890625
"peaknum",8679,1277.45805825681,1900.88,1889.91,1916.85,1328.62772661615,51,0,NA,1,63081.38671875
"peaknum",10390,1280.54283484186,3264.99,3252.02,3271.98,1334.2227872682,107,NA,NA,2,708.156372070312
"peaknum",8260,1283.9611829583,1902.88,1883.92,1906.87,1335.13262686396,51,NA,NA,1,744.277587890625
"peaknum",8387,1287.44462232779,1901.38,1891.9,1916.85,1339.61705924367,104,0,NA,2,2804.56225585938
"peaknum",8296,1297.45946242458,1896.89,1888.91,1908.87,1350.13436207684,105,0,NA,2,15141.9931640625
"peaknum",9100,1297.79558840761,2098.46,2087.49,2107.44,1349.96862924596,156,0,0,3,3961.05932617188
"peaknum",10633,1309.06482322113,3268.98,3262,3289.94,1363.24043972702,54,NA,NA,1,668.000427246094
"peaknum",2083,1395.98101479325,827.157,822.168,833.145,1469.21893234875,73,NA,NA,1,2066.04174804688
"peaknum",2411,1423.0046648478,836.138,829.153,853.102,1499.25693611715,76,NA,NA,1,4138.95556640625
"peaknum",2572,1424.00699902074,838.070040404195,826.16,854.1,1499.25693611715,75,0,NA,1,3487.72631835938
"peaknum",2029,1425.9673990365,827.157,820.172,832.147,1503.23074139855,77,NA,NA,1,6131.52001953125
"peaknum",2137,1426.97011533869,828.155,822.168,834.143,1502.22677243585,75,NA,NA,1,4525.8310546875
"peaknum",2201,1427.97740585721,830.151,823.166,839.132,1503.23074139855,75,NA,NA,1,2582.98876953125
"peaknum",2202,1428.9812766938,831.149,823.166,844.121,1503.23074139855,74,0,0,1,1883.64074707031
"peaknum",3034,1437.02085008033,844.121,825.162,872.062,1514.2756733113,77,0,NA,1,1603.9833984375
"peaknum",2219,1439.98339276103,828.641011550939,821.17,841.128,1516.23877242751,76,0,0,1,130902.4375
"peaknum",10399,1444.56690809031,3260.48441644493,3253.02,3279.96,1503.26861189548,117,NA,NA,2,1595.12219238281
"peaknum",2905,1451.03538952507,855.098,841.128,873.059,1527.28446084774,76,NA,NA,1,893.763977050781
"peaknum",2813,1452.0372435363,855.565162354487,842.126,878.049,1526.28499163507,74,NA,NA,1,565.356750488281
"peaknum",2727,1453.99827670673,832.147,823.166,851.106,1531.25704698034,77,0,0,1,53779.0859375
"peaknum",2306,1457.00753384598,832.948267534409,827.157,849.111,1528.24562623615,71,NA,NA,1,8070.3447265625
"peaknum",2221,1458.01090891909,832.147,827.157,846.117,1533.2591124038,75,NA,NA,1,2959.1201171875
"peaknum",2034,1461.9657682858,827.157,823.166,832.147,1538.22271684298,76,0,0,1,773.930480957031
"peaknum",3123,1465.05117349311,866.074,842.126,890.023,1544.31369232102,79,0,0,1,1801.09204101562
"peaknum",11944,1468.01153327277,3362.78,3346.82,3377.75,1545.27015765577,77,0,0,1,5130.82177734375
"peaknum",2786,1468.01410665761,836.574517795335,822.168,853.102,1545.27367099201,77,0,0,1,86865.1328125
"peaknum",2728,1470.02051259151,836.138,824.164,853.102,1543.26515037934,73,0,NA,1,32998.7578125
"peaknum",12069,1482.02657998064,3372.76,3349.81,3424.65,1561.29161470236,79,0,0,1,1156
"peaknum",2988,1482.02956350974,840.13,826.16,856.096,1561.29546700926,79,0,0,1,40818.89453125
"peaknum",2483,1494.03009446809,834.143,828.155,851.106,1573.29748698479,79,0,0,1,6376.6298828125
"peaknum",12113,1496.04240832998,3380.74,3364.78,3397.71,1576.31101781858,80,NA,NA,1,1673.77856445312
"peaknum",3081,1496.04411061826,842.126,828.155,858.091,1576.31316596348,80,NA,NA,1,9569.7080078125
"peaknum",12102,1497.04634771648,3381.13450935233,3367.77,3392.72,1576.31101781858,79,NA,NA,1,1811.27368164062
"peaknum",3017,1497.04789488655,843.123,830.151,858.091,1576.31316596348,79,0,0,1,9029.7275390625
"peaknum",12070,1498.0462020659,3382.74,3381.74,3396.71,1575.30756098498,77,NA,NA,1,726
"peaknum",2763,1508.04509079306,841.128,829.153,865.077,1587.31028861718,79,0,NA,1,5098.748046875
"peaknum",2942,1511.06078299176,848.644043246397,831.149,874.057,1590.32547088131,79,NA,NA,1,1042.29870605469
"peaknum",8939,1622.07665082056,2010.13562273189,2000.67,2019.63,1687.79442258199,131,0,0,2,6503.845703125
"peaknum",8940,1622.57840862638,2009.65,2000.67,2021.63,1687.79442258199,130,NA,NA,2,11002.8037109375
