"","peaknum_b","peaknum_a","rt_diff","c_diff"
"312",1718,1798,-4.65863917363117,-2
"313",6342,5517,-0.555089114805241,0
"314",3427,3461,-3.0370104715214,0
"315",6318,5460,-4.19275770972718,0
"316",5747,5023,5.24704942420249,0
"317",6093,5296,0.344874804726942,0
"318",3939,3780,-7.33407124926191,0
"319",2301,2177,0.178844332951712,0
"320",7641,6650,3.94854489915406,0
"321",8866,7638,5.73711569456214,0
"322",8758,7619,5.15295033692951,1
"323",9608,8252,22.4965098841221,0
"324",5855,5141,5.39402929510607,1
"325",1702,1801,0.359096150791402,0
"326",6871,6068,0.281154404541439,0
"327",5852,5103,6.323775286196,0
"328",3716,3321,-3.00928904255215,0
"329",3562,3340,-16.6201181315491,0
"330",8102,7126,10.4426436101976,0
"331",6426,5582,1.75569488545148,0
"332",1940,1976,3.21343342413229,0
"333",7338,6415,4.23377504145901,0
"334",7298,6349,3.28849906601886,0
"335",7642,6603,7.1326643792047,0
"336",7322,6276,0.748918272474157,0
"337",6643,5870,-0.258200567665881,0
"338",3359,3251,-6.29446826262813,0
"339",6662,5818,-0.493664902302044,0
"340",6556,5711,0.397216988374112,0
"341",13305,11646,-37.7213173013665,0
"342",13306,11647,-46.7268069560787,0
"343",4906,4188,-24.4577109757854,0
"344",6441,5618,-0.272096020783238,0
"345",2118,2234,1.17684433295176,0
"346",7094,6158,5.09560982775452,0
"347",7596,6577,6.11876892608734,0
"348",5486,4792,4.24823383285388,0
"349",9464,8131,6.98747893710288,0
"350",6194,5399,2.0922474862009,1
"351",6195,5400,2.0922474862009,0
"352",8637,7554,7.9711708859229,-1
"353",8638,7532,7.98506633904026,0
"354",6049,5280,0.254819561430622,0
"355",6557,5712,-0.289747972487021,0
"356",6495,5677,0.705252027513097,0
"357",11923,10094,-21.0728907339549,0
"358",5829,5137,7.14900568012604,0
"359",6533,5780,-0.18852959569017,0
"360",6559,5699,0.755694885451476,0
"361",5920,5162,4.14057150399935,0
"362",5896,5159,4.14057150399935,0
"363",2119,2064,0.164976670740657,0
"364",8592,7505,7.04050919697897,0
"365",5488,4797,4.24823383285388,0
"366",8594,7493,7.05440465009633,0
"367",5676,4952,4.58264162852834,0
"368",6535,5658,-1.24820056766589,0
"369",6498,5681,-0.258200567665881,0
"370",9453,8090,5.28518634971397,0
"371",6908,6030,-2.14531391008268,0
"372",2596,2331,-2.99542138034076,0
"373",6065,5268,1.25481956143062,0
"374",8551,7428,8.14763841426998,0
"375",6447,5620,1.29373028976147,0
"376",11840,9840,-32.9320050180777,0
"377",6160,5369,2.11614293931848,0
"378",1584,1694,-8.42778436915796,0
"379",8763,7621,5.75101114767949,0
"380",1630,1852,10.5034803064196,0
"381",8357,7322,6.41624216046398,0
"382",7710,6686,4.92582347018447,0
"383",7705,6683,4.91894522089137,0
"384",1666,1878,-9.43965203136906,0
"385",1687,1945,9.49161264420854,0
"386",8400,7324,8.19308127220825,-69
"387",8379,7338,7.90576465617073,0
"388",8358,7369,9.20697672532583,-1
"389",2122,1888,-11.6980959270228,0
"390",3656,3623,8.3918179775651,0
"391",1826,1774,-12.7099635892339,0
"392",2197,2065,-10.7010959270228,0
"393",7924,6939,4.11823581452336,0
"394",7399,6470,3.73516177388797,-1
"395",8253,7175,9.24852413014696,0
"396",7377,6421,2.58417250596995,0
"397",8197,7176,11.5957529165944,0
"398",7341,6350,2.72126632077061,0
"399",7417,6452,4.51700788618859,0
"400",6830,5967,0.658565668160691,0
"401",2071,2801,-7.90222930252662,0
"402",6700,5881,-0.341434331839309,0
"403",6837,5968,1.4228987832887,0
"404",1971,2473,-5.89236164031547,0
"405",6562,5664,-2.34519083042574,0
"406",2827,3232,-7.90222930252662,0
"407",7342,6323,3.72126632077061,0
"408",1377,1485,-6.44597268656366,0
"409",13360,11682,-17.4679063070334,0
"410",1915,1980,0.220433424132352,0
"411",6628,5739,2.09226240007092,0
"412",7032,6122,2.66407281478951,0
"413",6563,5740,2.16551339471926,0
"414",8424,7484,9.04050919697897,0
"415",7161,6199,4.24978979967136,-1
"416",12310,10746,-22.6414926755201,0
"417",7134,6194,3.40571711373263,0
"418",9047,7836,6.79430920054301,0
"419",12300,10627,-24.6452491741065,0
"420",5624,4927,4.58264162852834,0
"421",6564,5718,-0.345190830425736,0
"422",6320,5506,1.99136177032346,0
"423",6346,5484,0.977466317206108,0
"424",1371,1410,0.318186404416338,0
"425",7299,6351,4.70737086765303,0
"426",13368,11689,-21.4994537118541,0
"427",8536,7437,7.18233651658511,0
"428",8555,7467,8.10984750803505,0
"429",6614,5820,-0.382981736660668,0
"430",6629,5803,0.630913716456917,0
"431",6645,5831,0.672461121278047,0
"432",8171,7157,8.24852413014696,0
"433",6646,5821,-0.0392346564292438,0
"434",5918,5175,3.93255657083137,0
"435",2130,2755,-1.84489099147061,-1
"436",8426,7308,5.57717775175774,0
"437",12193,10335,-19.0728907339549,0
"438",8476,7372,8.60761676341508,0
"439",8293,7213,5.13041832387967,0
"440",8276,7252,8.22073322391202,1
"441",6632,4928,-283.195711090242,-2
"442",5649,4928,3.58264162852834,0
"443",8233,7225,7.21697672532582,0
