"","peaknum_a","mz","rt","rtmin","rtmax","match_mz","n_carbons","adduct","iso","charge","maxo"
"peaknum",3419,147.066937023871,891.119,883.136,906.087,153.087126579975,6,0,0,1,43612.9375
"peaknum",6706,147.03052406568,1673.46,1655.5,1696.41,152.047433443553,5,NA,NA,1,67181.3359375
"peaknum",3592,148.044272137453,940.014,935.025,947.997,153.061367275184,5,NA,NA,1,2383.93017578125
"peaknum",6673,157.051086718706,1701.4,1680.44,1716.37,164.074734906065,7,0,0,1,20303.63671875
"peaknum",4773,159.078308410747,1164.54,1152.57,1179.51,165.09838564398,6,NA,NA,1,2705.806640625
"peaknum",3362,161.046355676678,804.304,786.342,823.264,167.066728119949,6,0,0,1,47321.16796875
"peaknum",3254,161.082684376237,864.176,857.191,878.146,167.103009560697,6,0,0,1,14114.6728515625
"peaknum",6665,161.046211111412,1677.45,1663.48,1694.41,167.066408474858,6,0,0,1,18961.232421875
"peaknum",3491,164.072513292906,922.053,916.066,937.021,173.102554410726,9,NA,NA,1,6203.20849609375
"peaknum",5284,168.027807573275,1461.87007401548,1442.95,1467.9,173.045325944651,5,NA,NA,1,1769.36779785156
"peaknum",6685,171.00703520639,1712.37,1704.39,1728.34,174.017244740405,3,0,0,1,12494.447265625
"peaknum",4581,171.028549789909,1089.7,1073.73,1106.66,174.038613626301,3,0,0,1,8827.662109375
"peaknum",3435,171.139636775978,874.155,856.193,892.117,181.17337705939,10,0,NA,1,8397.5458984375
"peaknum",7816,173.010226278287,2054.15,2050.66,2059.64,178.02663217172,5,NA,NA,1,6277.8994140625
"peaknum",3404,173.046190426046,896.108,885.132,908.083,180.06959521527,7,NA,NA,1,8513.650390625
"peaknum",6409,174.041395930978,1649.51,1641.53,1662.48,179.058159593134,5,NA,NA,1,23134.564453125
"peaknum",6512,175.061415567043,1678.45,1668.47,1690.42,182.085488431513,7,0,NA,1,78400.3046875
"peaknum",6459,179.057289688908,804.304,786.342,822.266,185.077387273093,6,0,0,1,465098.875
"peaknum",3818,180.066784248208,1029.82,1025.83,1042.8,189.097558430063,9,NA,NA,1,3385.103515625
"peaknum",3732,184.02920433183,1014.85,1009.86,1019.84,187.039357014008,3,NA,NA,1,1171.40197753906
"peaknum",7814,184.986162506344,2044.67,2035.69,2059.64,187.996204535456,3,NA,NA,1,4419.1875
"peaknum",6176,185.057089805151,1628.55,1623.56,1642.52,190.074096026855,5,NA,NA,1,1759.625
"peaknum",4975,187.073832989429,1252.36,1244.37,1260.34,194.096687568185,7,NA,NA,1,1484.08984375
"peaknum",6272,188.057170059279,1643.52,1635.54,1652.5,195.080750381129,7,NA,NA,1,4359.265625
"peaknum",8144,191.020420279783,2037.69,2021.72,2054.65,197.040414188638,6,NA,NA,1,19943.462890625
"peaknum",6528,191.056945168311,1686.43,1681.44,1692.42,198.080444799085,7,NA,NA,1,1382.98645019531
"peaknum",3255,197.156056251286,864.841666666667,840.227,879.144,209.196272257532,12,NA,NA,1,1594.71496582031
"peaknum",6585,199.002184939038,1693.41,1687.43,1708.38,202.012226042778,3,NA,NA,1,2707.50048828125
"peaknum",3764,199.171055397477,856.193,838.232,874.155,211.21129699323,12,0,0,1,43104.91015625
"peaknum",4364,215.033905777349,684.56,665.6,714.496,221.05417818021,6,NA,NA,1,24178.05078125
"peaknum",4365,215.033561457008,1037.81,1017.85,1053.77,221.053750470054,6,0,0,1,19509.326171875
"peaknum",5031,225.017923600424,1283.29,1271.32,1293.27,231.037942010965,6,NA,NA,1,1104.55285644531
"peaknum",7730,227.202542096254,844.219,825.259,864.176,241.249387384353,14,0,0,1,183912.390625
"peaknum",6695,229.012703401095,1715.37,1702.4,1726.35,234.02946752053,5,NA,NA,1,2207.7041015625
"peaknum",5232,231.098866669822,1449.93,1445.94,1456.92,240.130039990718,9,NA,NA,1,981.3203125
"peaknum",3443,231.159888351428,918.061,913.072,920.057,243.200897672657,12,NA,NA,1,1125.79504394531
"peaknum",1341,233.079483353291,668.594,657.617,683.562,241.105933019238,8,NA,NA,1,3940.74072265625
"peaknum",3846,239.078459222373,804.304,786.342,823.264,245.098520743555,6,0,0,1,113497.15625
"peaknum",2138,241.08316158756,805.302,788.338,825.259,247.102656949134,6,NA,NA,1,2845.3466796875
"peaknum",7098,241.999184933532,1883.01,1876.03,1893,248.019673976975,6,NA,NA,1,1344.36157226562
"peaknum",2092,242.052804705347,803.306,788.338,819.272,248.07313266242,6,NA,NA,1,30643.0546875
"peaknum",1225,243.063726433714,542.862,524.9,562.819,252.094659772251,9,0,0,1,11369.0009765625
"peaknum",3338,243.197271267699,858.189,844.219,873.157,257.244275425892,14,0,0,1,34410.79296875
"peaknum",8906,249.154980320028,3272.07,3255.1,3287.04,263.203126727518,14,NA,NA,1,8061.89501953125
"peaknum",6468,251.005636636503,1669.47,1664.48,1676.45,256.021757807614,5,NA,NA,1,1026.22692871094
"peaknum",8213,252.491869903725,2431.85,2423.87,2447.81,257.508438454411,5,NA,NA,1,2083.20678710938
"peaknum",4525,253.030593530359,1090.64884927507,1078.72,1100.68,256.041161526718,3,NA,NA,1,2358.00708007812
"peaknum",6568,255.089114082388,1694.41,1688.43,1699.4,268.13282983523,13,NA,NA,1,656.763366699219
"peaknum",11335,255.234156517252,834.24,819.272,850.206,271.287848699368,16,0,0,1,1541219.625
"peaknum",1549,256.06066585305,733.455,673.583,775.366,264.087780726054,8,NA,NA,1,4379.28857421875
"peaknum",3098,257.213170717375,852.202,840.227,857.191,272.263379233168,15,NA,NA,1,4663.470703125
"peaknum",1543,258.058020594857,735.451,714.496,756.406,266.084873688199,8,NA,NA,1,1656.76989746094
"peaknum",6783,259.023305821444,1732.33,1718.36,1748.3,265.043378773526,6,NA,NA,1,9515.53125
"peaknum",2518,268.275660606358,833.242,828.253,836.236,273.292041969402,5,0,0,1,7965.6865234375
"peaknum",3156,271.229011882887,846.215,832.244,861.183,287.28287629796,16,0,0,1,153593.171875
"peaknum",6314,273.033947168435,1647.51,1638.53,1657.49,281.061241292698,16,NA,NA,2,2598.6826171875
"peaknum",6505,276.989846742655,1683.935,1680.44,1689.42,282.006462957176,5,NA,NA,1,1161.08923339844
"peaknum",9015,277.218155502577,3277.06,3263.09,3284.04,285.244575625811,8,NA,NA,1,6891.00146484375
"peaknum",1545,280.104893982263,733.455,706.513,773.37,288.13211358625,8,NA,NA,1,2699.44189453125
"peaknum",6614,282.021590842157,1703.39,1697.41,1710.38,289.546528102164,15,NA,NA,2,2166.53076171875
"peaknum",2908,285.245179778334,841.225,828.253,855.195,302.301653250173,17,0,0,1,6637.41748046875
"peaknum",6529,289.104933154681,1686.43,1680.44,1692.42,299.138753782927,10,NA,NA,1,4268.56787109375
"peaknum",3221,295.265655526333,826.257,808.296,845.217,314.329267320207,19,0,0,1,33770.08203125
"peaknum",3409,296.136098175647,903.093,898.104,914.07,307.173261631558,11,NA,NA,1,878.157897949219
"peaknum",3527,297.244527143357,840.227,825.259,855.195,315.30548837214,18,0,NA,1,20543.291015625
"peaknum",3305,299.260033910131,837.234,813.285,859.187,317.320638051768,18,0,0,1,12872.96484375
"peaknum",3360,301.160784826547,891.119,887.127,896.108,307.18108100071,6,0,NA,1,613.498291015625
"peaknum",3413,301.152514690003,904.091,899.102,912.074,307.173261631558,6,0,0,1,2438.88110351562
"peaknum",6515,302.535440509443,1683.85791840574,1676.45,1690.42,311.064108867202,17,NA,NA,2,3119.85986328125
"peaknum",6487,303.036022294706,1682.44,1677.45,1686.43,311.064108867202,16,NA,NA,2,895.20849609375
"peaknum",7635,309.507597994735,2012.74,1997.78,2021.72,317.032377439415,15,NA,NA,2,3808.44067382812
"peaknum",672,310.117334874668,161.667,146.699,171.646,316.137069807805,6,NA,NA,1,4959.52392578125
"peaknum",2779,311.260362146358,837.234,826.257,843.221,330.323226240398,19,NA,NA,1,3274.48193359375
"peaknum",3258,316.171789852454,860.185,855.195,875.153,322.191834950454,6,NA,NA,1,7671.029296875
"peaknum",3566,317.046947457341,934.027,928.04,947.997,322.064257804592,5,NA,NA,1,921.009216308594
"peaknum",5250,320.098038562796,1460.91,1439.96,1468.89,325.114561473626,5,NA,NA,1,1969.31982421875
"peaknum",6681,321.050374452091,1718.36,1711.38,1729.34,331.083961624607,10,0,0,1,3353.02099609375
"peaknum",6793,323.02952612925,1760.27,1750.29,1775.25,332.060083949989,9,NA,NA,1,9367.2109375
"peaknum",778,323.093894089148,222.537,212.558,235.509,327.107175787037,4,NA,NA,1,3350.0908203125
"peaknum",495,328.287118198437,135.722,134.724,146.699,347.350596618307,19,NA,NA,1,10899.41015625
"peaknum",6750,337.00100302035,1732.33,1718.36,1738.32,343.021056220978,6,NA,NA,1,1027.72485351562
"peaknum",7587,338.545382427836,1964.85,1954.87,1977.82,348.578877223414,20,0,NA,2,7536.77392578125
"peaknum",8016,338.989831797945,2213.31,2203.34,2229.28,345.010839522549,6,0,0,1,10776.2568359375
"peaknum",6811,346.056466012839,1769.26,1754.28,1784.23,356.090289939228,10,0,0,1,29552.33984375
"peaknum",7579,349.536408493485,1964.85,1958.86,1972.83,359.570458187184,10,NA,NA,1,864.963256835938
"peaknum",3134,350.209122532075,838.232,817.276,871.161,365.259112411845,15,NA,NA,1,2619.13793945312
"peaknum",3924,351.22177755037,835.238,819.272,851.204,367.275358731487,16,0,0,1,79456.0078125
"peaknum",3478,352.185713049662,920.057,915.068,929.038,359.208633572331,7,NA,NA,1,3391.63134765625
"peaknum",9556,355.196275209466,3295.02,3280.05,3306.99,367.236965404306,12,0,0,1,7543.66015625
"peaknum",6761,356.992022480259,1732.33,1719.36,1747.3,363.011111492352,6,NA,NA,1,2743.15893554688
"peaknum",3345,359.120809975172,804.304,787.34,821.268,370.157679493245,11,NA,NA,1,42581.27734375
"peaknum",8006,360.971574783044,2213.31,2207.33,2221.3,366.99180607369,6,NA,NA,1,1081.98046875
"peaknum",7155,362.051448519172,1898.47477691476,1888,1907.97,372.085525279408,10,NA,NA,1,1792.25891113281
"peaknum",2245,364.137522968248,803.306,786.342,821.268,372.165283772056,8,0,0,1,11605.853515625
"peaknum",2174,367.145758839336,804.304,786.342,822.266,373.165030993911,6,NA,NA,1,6467.5908203125
"peaknum",3055,367.217190094762,846.215,842.223,855.195,383.270598220811,16,0,0,1,11837.564453125
"peaknum",3274,385.255209530477,854.198,779.357,855.195,397.296005771849,12,NA,NA,1,2707.8310546875
"peaknum",6586,391.572805736451,1693.41,1685.43,1709.38,405.118533320495,27,NA,NA,2,3613.02099609375
"peaknum",6569,392.073973066354,1695.38600787732,1686.43,1713.37,405.118533320495,26,NA,NA,2,1252.40490722656
"peaknum",7916,396.77438164622,2113.53,2099.56,2122.51,410.487238232555,41,0,NA,3,4114.6630859375
"peaknum",8159,398.547469426283,2385.08925813481,2380.96,2394.93,409.082154377686,21,NA,NA,2,1238.49340820312
"peaknum",8153,401.017023218495,2378.96480418864,2369.98,2389.94,411.050461446192,10,NA,NA,1,1634.16711425781
"peaknum",8189,402.99551476038,2402.91,2384.95,2412.89,412.026483688022,9,NA,NA,1,1749.78234863281
"peaknum",7963,402.996226114412,2119.51,2108.54,2134.48,412.026188494514,9,0,0,1,10256.8251953125
"peaknum",8138,403.557089656061,2248.89049892272,2236.27,2264.21,415.095567790443,23,0,0,2,66931.1328125
"peaknum",8046,405.059054182587,2249.53304676564,2238.26,2259.22,416.095682651994,22,NA,NA,2,2649.34936523438
"peaknum",8164,405.504742538929,2384.95,2374.97,2394.93,415.036677105499,19,NA,NA,2,2466.55029296875
"peaknum",8183,406.543588434085,2401.91,2394.93,2409.9,416.577587472039,20,NA,NA,2,1494.02819824219
"peaknum",2967,407.266171570895,844.219,833.242,860.185,414.289407167866,7,NA,NA,1,6064.95458984375
"peaknum",7948,410.027097105196,2128.5,2115.52,2146.46,420.061369393074,10,0,NA,1,2842.50659179688
"peaknum",8135,410.565499957878,2262.13890773784,2254.23,2270.19,422.603928406615,24,NA,NA,2,1379.06750488281
"peaknum",3080,414.289407167866,844.219,828.253,862.181,426.327746389812,12,NA,NA,1,2014.37365722656
"peaknum",8093,414.547877781102,2248.86360645771,2239.26,2260.21,426.086448046376,23,0,0,2,4085.06518554688
"peaknum",6013,415.631920890881,1539.19480567444,1535.75,1542.74,431.183683491852,31,NA,NA,2,2502.48828125
"peaknum",595,417.1443510412,148.695,143.705,160.669,434.199605356752,17,NA,NA,1,1546.09875488281
"peaknum",3059,421.281886226573,840.227,822.266,858.189,428.30405677982,7,0,NA,1,2839.72729492188
"peaknum",2968,421.311024000265,843.221,839.229,849.208,427.331474093826,6,0,NA,1,3822.3046875
"peaknum",6804,424.033604177517,1769.26,1763.27,1780.23,434.068014390915,10,0,NA,1,1757.61596679688
"peaknum",3081,424.248594286539,845.217,836.236,855.195,443.312280257506,19,NA,NA,1,2613.95483398438
"peaknum",7998,426.023146399088,2132.49,2121.51,2148.45,436.056365340081,10,0,0,1,35331.671875
"peaknum",8223,426.023155902191,2432.85,2421.87,2449.81,436.056907403114,10,NA,NA,1,4006.1044921875
"peaknum",8215,427.02568033483,2431.85,2425.86,2438.83,436.056907403114,9,NA,NA,1,983.098999023438
"peaknum",8233,427.12640486264,2546.61,2535.63,2556.59,444.683877483749,35,NA,NA,2,715.524047851562
"peaknum",6805,428.059830665801,1769.26,1761.27,1782.23,438.093094078755,10,NA,NA,1,1478.5322265625
"peaknum",3194,429.281130359967,858.189,855.195,881.14,443.327280822046,14,0,NA,1,4069.9677734375
"peaknum",2969,433.281969968917,834.24,778.359,877.149,439.300998210811,6,NA,NA,1,6166.431640625
"peaknum",8095,433.540809196415,2248.84449697794,2239.26,2262.21,445.078519537255,23,0,0,2,4368.08349609375
"peaknum",3325,435.297338175457,834.24,819.272,850.206,457.370876015495,22,0,0,1,36156.59375
"peaknum",8139,442.017585837742,2251.23,2242.25,2268.2,452.051645970608,10,0,0,1,5868.93310546875
"peaknum",7834,442.652170103656,2082.59,2077.6,2089.58,458.705371142045,32,0,NA,2,3751.37280273438
"peaknum",7974,448.004083779066,2133.08975573092,2125.5,2141.47,458.038126641199,10,NA,NA,1,1665.69128417969
"peaknum",2390,449.312126407887,827.255,814.283,846.215,472.38864637667,23,NA,NA,1,3075.7373046875
"peaknum",2632,450.346931909561,833.242,828.253,839.229,456.367373629705,6,0,0,1,3799.43627929688
"peaknum",3038,451.292495980231,846.215,832.244,852.202,458.317372513839,7,0,NA,1,9537.61328125
"peaknum",2864,452.279435579667,838.232,827.255,845.217,473.349747264536,21,NA,NA,1,21937.396484375
"peaknum",10525,453.395944495313,3382.84,3362.88,3403.79,481.489661807613,28,0,0,1,3770.74072265625
"peaknum",2700,453.396130511283,793.327,778.359,809.293,481.489734857292,28,0,0,1,6553.8212890625
"peaknum",6709,455.098842690442,1720.36,1712.37,1733.33,472.155320096526,17,0,0,1,3894.51220703125
"peaknum",3088,457.312835913314,846.215,832.244,861.183,473.365553016672,16,0,0,1,19532.119140625
"peaknum",673,457.311855240814,160.669,154.682,175.637,462.328442123659,5,NA,NA,1,1785.60424804688
"peaknum",3162,464.279306507956,838.232,827.255,860.185,486.352963680139,22,0,NA,1,51513.796875
"peaknum",2391,470.352615303863,826.257,814.283,837.234,487.408610861379,17,0,NA,1,8917.384765625
"peaknum",8024,473.03075731256,2247.24,2243.25,2251.23,484.067215664677,11,NA,NA,1,847.015563964844
"peaknum",2353,475.328696344245,826.257,809.293,831.247,494.392394665192,19,0,NA,1,1734.482421875
"peaknum",2309,477.364041440728,827.255,822.266,837.234,483.385088381398,6,0,NA,1,1556.47814941406
"peaknum",2666,478.29492634205,834.24,823.264,870.163,501.372442491466,23,0,NA,1,18581.869140625
"peaknum",8158,480.982445976433,2378.4152815537,2368.98,2390.94,491.016539664482,10,NA,NA,1,2587.33056640625
"peaknum",8192,482.962193896926,2402.91,2394.93,2414.88,491.992673763346,9,NA,NA,1,2993.01928710938
"peaknum",2596,483.372382644824,833.242,820.27,847.212,509.458352925144,26,0,0,1,28934.751953125
"peaknum",3326,483.273975108604,875.153,866.172,889.123,505.347505258863,22,0,0,1,26856.94140625
"peaknum",5168,486.270210077647,1335.18,1328.19,1349.15,506.335889456357,20,NA,NA,1,3337.29296875
"peaknum",8220,489.993647675553,2435.50666666667,2426.86,2445.82,500.027291900536,10,NA,NA,1,1295.27978515625
"peaknum",8125,490.539222315737,2248.24,2239.26,2263.21,501.575900666479,11,NA,NA,1,5677.65380859375
"peaknum",8098,491.040701348359,2249.24,2239.26,2257.22,502.077671657778,11,0,NA,1,2876.52221679688
"peaknum",8247,491.646977685783,2675.34,2661.37,2687.31,511.713401918937,40,0,NA,2,1498.63049316406
"peaknum",2740,492.311509049052,833.242,821.268,848.21,516.391062334748,24,0,NA,1,10205.2041015625
"peaknum",1733,494.291010551656,794.325,783.349,813.285,517.366844013868,23,0,NA,1,1794.66418457031
"peaknum",3310,495.275775153524,875.153,867.17,880.142,518.350818639686,23,NA,NA,1,3011.71948242188
"peaknum",8069,501.529419401245,2247.24,2238.26,2267.2,512.565100946521,11,NA,NA,1,1231.63793945312
"peaknum",6795,502.010525687417,1768.26,1764.26,1778.24,512.044254075131,10,NA,NA,1,1000.82885742188
"peaknum",3315,502.333248012613,877.149,871.161,882.138,507.349233819216,5,NA,NA,1,1384.80993652344
"peaknum",7975,504.000540507118,2133.48,2125.5,2142.47,514.034139008598,10,NA,NA,1,1722.80798339844
"peaknum",8228,505.989394682385,2432.85,2419.87,2448.81,516.022978108625,10,0,0,1,11945.3681640625
"peaknum",6084,507.723119716865,1538.74,1535.75,1546.73,529.295939052006,43,0,NA,2,8620.9921875
"peaknum",6017,508.726729711457,1538.74,1535.75,1542.74,527.78978346147,38,NA,NA,2,1477.67797851562
"peaknum",3297,509.290126216059,870.163,863.178,884.134,533.370658958375,24,0,NA,1,2692.13549804688
"peaknum",3082,509.458352925144,834.24,821.268,851.204,525.511971425928,16,0,0,1,11213.4267578125
"peaknum",3164,511.473873262597,833.242,813.285,856.193,527.527625293165,16,0,0,1,49452.390625
"peaknum",8039,511.519530883728,2249.24,2243.25,2257.22,522.554348952781,11,0,NA,1,839.899536132812
"peaknum",831,517.184704015369,223.535,203.577,244.49,522.199907167879,5,0,0,1,8637.5947265625
"peaknum",6801,520.022299193475,1769.26,1762.27,1776.24,530.056326645957,10,NA,NA,1,938.320495605469
"peaknum",8010,523.169600665204,2224.29,2220.3,2232.27,545.246112534915,22,NA,NA,1,644.909973144531
"peaknum",3260,523.308528402349,866.172,856.193,876.151,547.387297142173,24,NA,NA,1,1242.77331542969
"peaknum",5001,524.168586113615,1257.35,1219.43,1292.27,542.228761297722,36,0,NA,2,2242.84350585938
"peaknum",7989,524.627338248661,2133.48,2123.51,2145.46,541.684210040846,17,NA,NA,1,6984.529296875
"peaknum",7977,525.128972306325,2132.49,2122.51,2142.47,541.183435137977,16,0,0,1,3764.3232421875
"peaknum",6049,526.243572107148,1538.74,1535.75,1543.74,548.317545168009,22,NA,NA,1,4441.24951171875
"peaknum",8217,527.971227193937,2431.85,2423.87,2442.82,538.005320646554,10,0,NA,1,1183.57495117188
"peaknum",8115,530.029367255492,2250.50294640298,2243.25,2262.21,540.062998865023,10,NA,NA,1,1547.00073242188
"peaknum",684,531.20092938235,162.665,154.682,176.635,536.216619514349,5,0,0,1,2122.0625
"peaknum",2943,533.456615146038,834.24,825.259,848.21,549.50856679027,16,0,0,1,3249.62426757812
"peaknum",8201,535.085250899669,2406.9,2395.92,2416.88,550.136016329195,15,0,0,1,2330.33764648438
"peaknum",8194,535.588169783002,2408.4,2399.92,2425.86,549.633818963138,14,NA,NA,1,1231.458984375
"peaknum",3064,537.489806755054,831.247,818.274,847.212,553.542713832993,16,NA,NA,1,10411.6796875
"peaknum",2830,538.494709262372,832.244,817.276,848.21,553.542713832993,15,0,0,1,3568.98706054688
"peaknum",5330,540.054673804171,1461.91,1452.93,1477.88,555.104932751476,15,0,NA,1,8239.9267578125
"peaknum",6486,542.070441268455,1674.25600335317,1663.48,1690.42,557.120635057414,15,NA,NA,1,1182.2978515625
"peaknum",2972,543.464262695667,846.215,842.223,849.208,575.571839874316,32,NA,NA,1,3111.96826171875
"peaknum",8199,545.118668275547,2405.9,2399.92,2413.89,550.136016329195,5,0,NA,1,1630.53540039062
"peaknum",8200,546.120549231878,2407.9,2400.91,2413.89,551.13657682525,5,NA,NA,1,800.91162109375
"peaknum",6446,547.074776231073,1647.51,1636.54,1662.48,563.128508590483,16,0,0,1,58998.37890625
"peaknum",1717,549.381316328218,793.327,773.37,798.317,577.478125727837,28,0,NA,1,1156.28002929688
"peaknum",8261,556.16705729003,2856.95,2830.01,2884.89,578.742951156234,45,0,NA,2,1076.67321777344
"peaknum",3104,559.476750433474,843.221,816.278,868.168,573.521736762233,14,0,NA,1,2033.99401855469
"peaknum",7961,561.14829851229,2129.49,2115.52,2138.47,578.206066652393,17,NA,NA,1,1458.36145019531
"peaknum",4579,563.183718647023,1103.67,1095.69,1115.64,581.243054956387,18,NA,NA,1,1395.65551757812
"peaknum",6662,565.048899626197,1704.84267888749,1694.41,1718.36,580.099004295867,15,0,0,1,26438.576171875
"peaknum",7565,567.153585068364,1931.91,1925.93,1940.9,586.217859336437,19,0,NA,1,2500.05322265625
"peaknum",6318,569.05669999929,1647.51,1639.53,1654.5,585.110114052341,16,0,0,1,3274.98266601562
"peaknum",3439,569.368454717559,913.072,907.085,918.061,595.454923484919,26,0,NA,1,2187.6923828125
"peaknum",7957,571.136962982432,2129.49,2117.52,2137.48,604.248481558876,33,NA,NA,1,1079.12573242188
"peaknum",7795,579.027650611861,2024.72,2016.73,2032.7,594.077808590693,15,NA,NA,1,1503.26416015625
"peaknum",6297,585.030526453158,1646.52,1639.53,1652.5,601.084565313972,16,NA,NA,1,1026.8564453125
"peaknum",6625,587.031392653718,1704.39,1698.41,1710.38,602.079984679336,15,NA,NA,1,2534.35180664062
"peaknum",7953,590.200573401997,2127.5,2122.51,2133.48,604.248481558876,14,NA,NA,1,1023.28509521484
"peaknum",7990,595.664896536116,2113.53,2100.56,2129.49,616.233630878899,41,0,0,2,146918.296875
"peaknum",3043,603.50333098943,846.215,842.223,852.202,619.557663269589,16,NA,NA,1,2293.17822265625
"peaknum",5019,605.696167145784,1264.33,1244.37,1305.24,625.763792823243,20,NA,NA,1,2487.14038085938
"peaknum",6571,606.075315519403,1683.44,1674.46,1698.41,623.132585358604,17,0,0,1,13861.4921875
"peaknum",7939,606.655472103241,2115.00403779496,2104.55,2130.49,626.7224898991,20,0,0,1,9408.2548828125
"peaknum",7936,607.658630821301,2115.52,2106.54,2125.5,627.725487852538,20,NA,NA,1,1843.36730957031
"peaknum",7890,611.717345401293,2114.52,2107.54,2120.51,617.736026298856,6,0,0,1,976.272277832031
"peaknum",3988,612.677278147854,1055.95337935546,1044.79,1065.75,628.73057995725,16,NA,NA,1,895.864807128906
"peaknum",7921,614.642634690157,2113.525,2105.55,2126.5,634.707744634972,20,NA,NA,1,1860.73413085938
"peaknum",5396,616.188179579584,1482.87,1479.87,1494.84,639.265634120609,23,NA,NA,1,613.264038085938
